Rating,Review
10,"On a purely technical level, Titanic was considered at the time the crowning achievement of a filmmaker who's always strived to top his last cinematographic entry with the next. Up until that point and still to this day, he's managed to do just that. He's always made the most of the technological advantages at the time and always come up with a jaw-dropping, mesmerizing visual spectacle. Even at times when budget constraints and uncooperative technical crew, due in part for his apparent lack of experience and fresh off- the- boat from his first serious outing on the directorial chair for The Terminator, like it was the case in Aliens, he's always managed to deliver. It sure does take him a long time to come up with the next one, but everytime he does, he hits the box office's bullseye.
This time around and, with one of the more simplistic storylines ever put to the big screen, he brings us one of the most memorable and fondly remembered movies of the late 90s.
From the very first shot of the movie, those sepia color-corrected images that convey a haunting feeling of remembrance and loss, to the first images of the research vessel subs exploring the entrails of the haunted ship, we plunge right into what it must have felt like walking onto the deck of the Titanic. And we go back to the plot. As I said before, using the simplest of plot devices, a , on the other hand, very well told love story with tinges of social clashing, we are treated to a 3 hour, eye - catching spectacle that moves along at a whip-like pace. With very strong performances all throughout, gorgeous cinematography and production design, state-of-the-art visual and practical effects and a perfect score by the great late James Horner, this is probably one of Cameron's best efforts behind the camera and a movie for the ages. Needless to say, the strongest asset of the movie is its third and final act, with the depiction of the sinking of the titular ship and the resulting mayhem. That, as always, and with the character development groundwork previously laid out by Cameron, is the main reason to watch this movie, and why the audience is so invested in what's happening onscreen. As I said, great movie and larger-than-life characters to go with it."
10,It's 2019 and I still watch this movie sometimes and I am pretty sure that people are gonna keep watching this movie for the next 50 years and while watching this they will still feel that same emotion that they felt when they watched this movie for the first time. This movie still in the top 3 of the list of highest grossing movies of all time even after 22 years.
,Spoilers herein.
9,"Beautiful, feel-good and touching movie. All those poor souls that knew it was their end, I cannot imagine the horror. Leonardo DiCaprio is a generational talent; I cannot believe he was only around 20 years old when production began in 1995."
10,Titanic was such a wonderful movie!!! It accurately portrayed how the ship sunk to begin with. The storyline behind it all including the CAST!!! A+++ Film
10,There is no doubt that James Cameron is capable of putting out fantastic cinema. The man just seems to have a feel for what will pull on the emotions and his eye for scene setting has no equal. Some spoilers ahead.
10,Greetings from Lithuania.
10,7.9????
10,"I don't know why I have waited so long to see this but I finally got to see this in theaters during the 3D rerelease and oh how I messed up. This was the best 3D film I've seen as well as a top 5 movie of all time in my opinion. It has everything, romance, humor, terror, drama, and not too mention, one of the best ""historical"" movies out there. This also was the first time I cried during a movie, and I've seen too many to count. Someone may want to take my man card but I don't care. If this doesn't move you, you might need to get your pulse checked. Just an amazing movie. If you can see this in 3D, DO IT! It's worth the money and the slightly higher frame count is a really nice touch! It adds a little smoothness without the soap opera effect which can turn some people off. Cant wait for this to come out on 4K blu-ray! NEVER LET GO!!"
,Titanic (1997) 
10,"First time i saw this movie was when i was 8, with my mother in the theater."
9,"A big boat hits a huge lump of ice and slowly sinks. Meanwhile, a chirpy American lad, Jack (Leonardo DiCaprio), gets it on with Rose (Kate Winslet), a posh bit of British totty, much to the annoyance of the girl's fiancé, Cal (Billy Zane, putting in a wonderfully loathsome performance)."
10,"THIS MOVIE IS AMAZING!!! I love watching it! Jack and Rose, even though they are not real people and never were, feel so realistic and the effects and clothing and decoration they used in this movie makes it feel like I'm actually on the titanic with them! The flooding and sinking scenes were AMAZING and for a 1997 movie, I thought I was watching something from the future. This movie is a must-watch, and there is no wonder why it won so many awards, because it is most definitely the best movie this world has ever known. I also cannot think of anyone else to play Jack and Rose than Leonardo DiCaprio and Kate Winslet. They both did an absolutely awesome job and fit in very well with their roles, and the directors picked their entire cast very wisely. The ""My heart Will go on"" song was the perfect fit for the movie, and got stuck in my head after the 80th time I watched it, which is a very low estimate of the number of times I binge-watched this movie from my sofa with a bucket of popcorn. There are some bits of the movie which are not historically accurate, but oh so few of them, that it doesn't really even matter."
6,If only James Cameron could write dialogue!  
9,"Titanic directed by James Cameron presents a fictional love story on the historical setting of the Titanic.  The plot is simple, noncomplicated, or not for those who love plots that twist and turn and keep you in suspense. The end of the movie can be figured out within minutes of the start of the film, but the love story is an interesting one, however.  Kate Winslett is wonderful as Rose, an aristocratic young lady betrothed by Cal (Billy Zane). Early on the voyage Rose meets Jack (Leonardo DiCaprio), a lower class artist on his way to America after winning his ticket aboard Titanic in a poker game.  If he wants something, he goes and gets it unlike the upper class who are so concerned with their social worries.  The two fall in love and the audience sees the sinking of the Titanic primarily through their eyes."
10,Who says that old fashioned romantic films don't sell. They certainly do if they're done right as the story in Titanic certainly is.
10,"James Cameron's masterpiece, Titanic, is incontrovertibly the greatest anecdotal tale ever to grace the film industry. This movie has to be Cameron's masterpiece that has never been rivalled in its grandeur. This movie has a phenomenon ability to connect the audience on an emotional level, taking them on an emotional rollercoaster as the characters form bonds and face adversity from all flanks of life. This story juxtaposes the idea of love and power in different shades and angles. Leo and Kate have a relationship that is based on human emotions and desires for bonding, while Zane challenges that connection of human connection by flaunting his wealth and attempting to allure Kate with his affluence. This creates tension between the characters, and the story is very effective at controlling the crescendo so that the audience has an opportunity to connect emotionally with the characters that face this adversity. With Zane always prowling about throughout the movie, trying to win over Kate's heart with his money, there seems to always be a sombre feeling looming in the background as the events unfold between the main characters. This ominous sense of dread that is always suspended in the atmosphere seems to tie in well with the fact that the entire Titanic, the biggest commercial ship in the world, is also portend to face an unknown tragedy in the future. The director effectively seems to symbolize that human love between Kate and Leo as the impervious Titanic ship itself, and reveals the vulnerable side of it. This poetic depiction is demonstrated with so much gusto and romance, that one cannot help but fall in love as the inevitable tragedy dismantles that colossal giant known as love present in all human beings."
10,"It's no wonder this was so seismically successful; it really has something for everyone: a sweet tragic love story, action and suspense and for history buffs a meticulous reenactment of the most infamous sea disaster of all time. Really a stunning achievement."
10,"It's the first movie I've watched in cinema. On the first seat. It was amazing.
It seemed like the ship was going inside me :)"
8,"Saw this on DVD with my family at a young age but only remember bits & pieces of it. Fast forward to 2012, & I saw this yet again, on the big screen for the 100th Anniversary of the actual ships sinking & found it to be great. I saw this again for the actual films 25th anniversary & found it even more great than before having not seen it in years."
10,"This story follows Jack (Leonardo Dicaprio). A poor artist who wins his ticket onboard the Titanic in a card game who meets Rose (Kate Winslet). A beautiful young woman who is raised in an uppercrust society who sees her life as too predictable and in control by her pompous buffoon fiamce Cal (Billy Zane) and craves a life of somewhat uncertainty. When Rose meets Jack an unlikely romance blossoms as the Titanic embarks on it's ill fated maiden voyage.
Cameron truly put in a lot of hard work to create an absolute masterpiece here. Yes the movie has flaws but what movie doesn't? I love how he made what could of been a dreary and gloomy drag of a movie and turned it into quite an up beat story (up until Titanic strikes the ice berg). This is in my favourites. And ignites a fascination for the tragic story that is the Titanic. So sad and outrageous how mostly third class passengers died in this disaster."
10,"It's sometimes difficult to assess a movie that was such a phenomenon in its day. Titanic was a gigantic hit upon release, talked about everywhere, unavoidable. In parallel to its massive popularity there was also a backlash of people denouncing it as clichéd and overly sentimental, a lot of whom were probably deliberately disliking it because of its ubiquity. Now, it's of that awkward age where it's too recent to merit classic status, but too distant to still really be talked about much. As such its standing in posterity seems to be undecided, as yet."
10,It really physically hurts me when i don't see it in top 250 in IMDb's list.I am from India where the general perception of Hollywood movies are that they are more action oriented big budget entertaining films.We consider our films to be more emotional and poignant.
10,"Hands down one of the best romance films ever made, Titanic is an epic, action-packed historical love story that delivers in every single way. Brilliant performance by Kate Winslet, beautiful and accurate costumes, feminist undertones, heart-wrenching, and golden to its core! Titanic is one of the greatest films ever made and that's all that has to be said."
10,I can´t find anythind that i don´t love from this film.
10,"Titanic is one of the best films both by James Cameron and in history in general for obvious reasons. It is a story of romance and tragedy that knew how to portray well the tragedy that occurred in Atlantic. It has many things going for it: an excellent script, very good production, excellent costume design, great cast with good performances, a beautiful soundtrack by James Hornet and Celine Dion, good direction, good special effects and the list can go on and on. This movie is certainly a true masterpiece of the seventh art that every movie lover can enjoy. My final rating for this movie is a 10/10."
10,"So I saw it as a child. And I didn't feel anything about it back then. Yes, a tragedy. Yes, a romantic story. But it all seemed to be pretty simple."
10,"So aside from its sweeping spectacle and moving depiction of real-life tragedy, what does the story of Jack and Rose bring to the table? In spite of how persuasive the film is, one must remember - it's ultimately a work of fiction, not a documentary. Like any period drama, it is an interpretation of how society worked at the time. Jack and Rose, as well as being beautifully played by DiCaprio and Winslet, are incredibly well crafted. They are a window into a much more subtle form of racism, which is still prevalent today. It's called class, and in the latter half of the movie, it becomes a tool with which to decide who lives and who dies."
10,No spoilers! - Titanic
9,"There are two love stories in this film: the first Romeo and Juliet and the second James Cameron and the ship. Every millisecond is thought through, nothing is compromised and the attention to detail is extraordinary. The holes for each rivet in the hull of the 1/20th model were drilled by hand and actors who actually resembled the 1st Class passengers aboard ate and drank using teacups and cutlery stamped with the White Star Line emblem. The production is a seamless mix of miniatures, practical effects, CGI and actual footage from the wreck site and also genius in terms of saving money if you investigate further. There's nothing wrong with Leonardo DiCaprio's performance but Kate Winslet shines and, combined with the backstory of the search for the necklace, Titanic as a whole is an entertaining and respectful blend of fact and fiction, very well paced and doesn't feel like a 3 hour film. I'm a Titanic buff, so biased - the final few minutes of the ship tearing in two with hundreds of people still clinging to the stern makes me wince every time - but James Cameron's version of the disaster genuinely ticks every box. It's not only the most accurate account of the sinking ever committed to screen, but is still and will probably remain one of the best films ever made."
10,Well what can I say you gotta love a good disaster movie set on real events and Titanic checks ALL the boxes for a good movie. Set in April 1916 the movie opens with an elderly woman named Rose(played by the late Gracie Stuart)who talks to the reporters(one played by Bill Paxton from Mighty Joe Young) and she talks to them along with her granddaughter about the story of the Titanic. So we cut in to see all the people being sent aboard the famous ship and we see a younger looking Rose(played by Kate Winslet who looks so different with her dyed red hair)and her boorish fiancée played by Billy Zane(from The Phantom)who is by her side as she sets sail on the ship. 
9,"So you flip through the cable channels on your remote. The same old music videos are running, and the reruns get tiring. Later, you find something interesting. The evening news, Entertainment Tonight, 60 Minutes, VH1, and every other network airs clips from this, the biggest money-making film in history. TITANIC emerges as a genuine Hollywood classic for the second generation of American cinema. Never since GONE WITH THE WIND has there been powerful moviemaking with heavy genius from James Cameron. It's more than just a love story. It's an all-out disaster movie with style and vigor combined with a creative instrumental music score. It even began the craze that lured us into discoveries of the gigantic ship that never proved itself when it sunk anyway."
10,"Titanic ... what a movie! What a masterpiece! I've seen it dozens of times, and I'll never get tired of it. I always end in tears at the end. I find it underestimated by some, it is really a great cinema film. The achievement is magnificent, the casting is incredible. Thank you James Cameron ! This film is already 22 years old, and it ages very well. Timeless !"
10,It's a feeling!
10,This movie is extremely better then I expected it to be I thought it was just gonna be a stupid romantic movie with stupid characters but it's way more then that from how good James Cameron can make a female character and DiCaprio is also really good in this Jack and Rose have a really good chemistry then I was expecting and in the climax doesint hold back with a lot more shown deaths witch I wouldn't expect a lot of from James Cameron we also see when there going back to get survivors we see dead children a stuff and it's pretty disturbing I recommend this highly I had low expectations don't let the runtime scare you
9,"I am very lucky Person bcz I watched This Masterpiece ...I have No Words To describe This movie...
Story -Mindblowing
Direction - Awesome
Screenplay - The Heart of the film
Performances - World class"
10,"I wasn't really looking forward to this film, its a 3 hour romance movie and I am not a big fan of romance, but I gave this a chance and I have to say this is genuinely one of the best films I've ever seen. The movie manages to focus on a relationship between 2 different classes while also keeping it interesting with mystery, an intensity of what might happen, dread for the inevitable ending and also make many other characters interesting in there own right. The romance is done in a very realistic way and because of all the reasons I mentioned, the naturalistic acting of the actors and just how fun most of the characters are to watch on screen the movie really works. They also show the present and while I personally think that's the weakest part of the movie it does supply some interesting plot points and make the film more enjoyable overall as you're not constantly stuck in the past, the ending is also given a much more satisfying conclusion due to the present time scenes. Finally the 3rd act of the movie where the ship comes to its end is done in a brutal way showing just how much ruffles death it caused, how desperate the people where and how sad it was. The movie doesn't pull a punch and due to its long run time you almost feel like you know what it'd be like and almost like you yourself where there. Honestly I massively recommend giving this movie a change 10/10."
9,This film goes down in history as one of the best based on a true historical event. You'll feel the pain of the characters as the ship sinks. It's truly a human tragedy
8,"The increasing slight sense of foreboding, the humour at the climax that doesn't lighten up the tragedy but instead somehow makes it even more unsettling and ominous, the charming and extremely amiable star-crossed protagonists, to name a few. James Cameron's Titanic is one of the best indirect adaptations of Shakespeare's masterwork, Romeo and Juliet. Even when it comes to the issues I have with this film, most of them are pretty much similar to those I have with the play. And I've always found these issues justifiable to some extent. Also, the visuals are uniquely spectacular, and Céline Dion's My Heart Will Go On is timeless!"
10,"One of The best movies ive seen, 10/10 and People say its ok? This movie AT its best mfk."
10,MY ALL TIME FAVOURITE! THIS IS A BEAUTIFUL MASTERPIECE!
9,James Cameron's Titanic was something else. It's amazing to think how this movie came out in 1997. Titanic is a film that many will remember that broke ground. Not just for the actors involved but for filmmaking in general.
10,"In the opening sequence of Titanic, a group of treasure hunters send a robotic probe far beneath the ocean's surface in search of treasures (and one particularly precious jewel) still tucked aboard the titular sunken ship. The camera attached to the probe reveals a vessel that's certainly rotted but still carries hints of its prior glory. The explorers coo and sigh as they see what's been waiting a century for them, as if they're looking at their dreams made manifest. This is the day they've fantasized about, and the treasures of people who once lived and loved aboard the RMS Titanic are their bounty. When the film was released, it was a gamble the size of ... well, the metaphors present themselves a bit too easily. It was a wild risk, both for filmmaker James Cameron (who was known for Aliens and his Terminator movies) and for the studios that funded it, Paramount and 20th Century Fox. Cameron's terrible temper and a runaway production with troubles to spare - one disgruntled crew member laced the chowder at craft services with PCP one night, provoking hallucinations in 50 people, including cast member Bill Paxton - had prompted people to wonder if the legendarily expensive film was doomed for the same fate as its subject. The production budget reportedly ran over $200 million, an enormous sum by any contemporary standards that was much more so in 1997. Titanic remained No. 1 at the North American box office for 15 weeks in a row. It was nominated for 14 Oscars and won 11 of them, including Best Picture. The movie continued playing in theaters for nearly an entire year, and didn't close until October 1, 1998, after earning $600 million in North America and twice that worldwide. It was the highest-grossing film of all time until 2010, when Cameron's Avatar wrested away the title. Titanic is two movies stitched together: a swoony teenage fantasy for the ages, and a massive disaster movie that rivals any disaster movie to come out of Hollywood either before or since. The lengthy runtime makes perfect sense by this rubric, and you can see the seam where the movie pivots from one to the other, almost exactly at the halfway mark. That Titanic is two movies in one is part of its genius: If it were just the romance, it might have been written off as a ""movie for girls,"" but then there's this whole other disaster element too. From a marketing perspective, that's gold."
9,"This movie is very very good. The characters, the effects, the story. It's epic and very exciting. It gave us and interesting perspective about history events, and had an amazing music too. I liked how it sort of started as a romantic comedy, and than turned into more of an action movie. I wouldn't say this is the greatest movie of all times, but it is a Great movie."
3,"A tragic story. And not in the sense that it made me cry. This film is pathetic. The love story is tedious, the depiction of Irish peasantry panders to the crassest stereotypes and Celine Dion's stinky theme song is just the icing an a horrible anti-cake. Somewhere along the line, around about Terminator 2 and True Lies, director James Cameron went badly astray. He became so obsessed with setting new Special Effects standards that he lost sight of characters, dramatic plausibility and any measure of emotional honesty, which are all far more essential to a film's credibility. The characters in this film are bland and uninspiring. To call them one-dimensional would be an insult to Geometry."
10,"One of the saddest and most tragic stories, frightening when it comes to the disaster in a certain way. One of the most important films in Cinema history so definitely a must watch and 10/10."
10,"It's a masterpiece and one of the best movies ever made. Period.
I pity those who haven't watched it yet or didn't like it."
9,"James Cameron and his team really did their research. I can see it happening just like this, love story notwithstanding. Historical fiction absolutely done right. Some of the CGI is subpar but it's a minor flaw considering the rest of the picture."
1,"Everything about this movie it's garbage . Inane ,dull or boring are too gentle words to describe how bad is this movie ."
8,"I haven't seen this in a very long time. I have always been a fan. Looking back on it now it's not as good as it was then, but still very good. There are a million little dumb things that bother me but they're not real complaints. And maybe this is from seeing the movie so many times. I can tell you exactly where the first VHS cut off."
3,First; let me say that the recreation of the RMS Titanic as a computer- generated entity is extremely well realised. If ever we needed proof that CGI can add an extra dimension to established technique and 'effects' when it's done with meticulous precision - here it is.
4,"This movie right here is ""Overrating"" in its prime."
5,"No sense going into great detail about this film, which just about everyone who watches movies saw when it came out. I still don't recall a film getting as much ""hype"" as this one did. I doubt if the Second Coming would get the kind of publicity this movie received. It was disgusting - the PR, the story and the favorable box office response."
10,"I'm rewatching this now. It has held up very well after all these years. I saw this in the theaters when I was 22. It was just me and my boyfriend who I recently just started seeing. We are no longer together, but I still remember him saying that the way the two were holding each others hands at the bow of the boat, reminded him of the way we touched each other's hands at the time. We were in love, just as Rose and Jack were. This movie also touched home because I too came from money and thought most of the rich people I knew and had dated were uptight and didn't seem to let loose enough and have fun....and I was afraid too I would fall in a trap to it and live a boring existence. It gave me more strength to branch out and not search for someone to love just because of their wealth and status in the world, but instead find love for whats inside a person. My world is better now because of that decision. So I thank you Titanic!"
3,"I detested this movie so much when I first saw it that I really wanted to give it one star, but as bad as I still think it is, it is fairly well-made and at least the technical department earned their salaries here (though quite frankly I thought that some of the CGI effects screamed ""FAKE!"" louder than the scale models used by Roy Ward Baker in 1958's A NIGHT TO REMEMBER). What sinks this movie for me (pun very much intended) is the fictional love story forcibly inserted by Cameron, doubtless with the cynical intention of attracting teenage girls. Which it did. By the millions."
10,"I Think Every Person In The World Must Have Watched ""Titanic"" Atleast Once... I Have Watched It Atleast 70-80 Times On TV/OTT, But Today I Watched It In A Theater For The First Time At The Occasion Of It's 25th Anniversary & Couldn't Stop Myself From Writing A Review... Well, This Epic Doesn't Needs One, But This Is Just To Tell People That How Much I Enjoyed Watching This Exqusite Piece Of Cinema On The Big Screen... All The Great Movie Experiences Will Fail In Front Of It & You'll Come Out With A Smile On Your Face... I Also Think This Is James Cameron's Most Mature Work Till Date & Stands Much Above Terminator & Avatar... Please Don't Miss The Golden Opportunity Of Watching This Absolute Gem Of A Film In Cinemas."
9,"James Cameron's blockbuster Titanic is timeless, moving, and a real visual splendor (though they could brush up on one or two CGI scenes). The attention to detail is stunning and breathtaking. It is perfectly written and perfectly cast - particularly with Leonardo DiCaprio and Kate Winslet as Jack and Rose. They both are extremely talented, top-notch actors.
You don't even notice how long it goes for. It grabs you and sucks you in. But it is also sad and a bit depressing knowing what will happen at the end. I haven't cried at a movie in a long time, so was surprised to find myself crying at this movie. I can relate in some respects to Rose and I really like the message about enjoying life.
A strongly recommended movie."
9,"Well, it's been a year since my last review of this film (this is review #3).  I saw ""Titanic"" on the big screen in 1997, and bought the DVD when it came out (which I still watch from time to time, maybe about twice/year)."
8,Titanic (1997)
3,"The movie in question revolves around the infamous shipwreck of 1912 where more than 1500 people lost their lives when the commuting leviathan sunk on its maiden voyage to the States. The movie made it big globally, had a great box office run and also managed to win a record of Academy Awards. The question, however, is – was this movie really that good? In my opinion, Titanic, while not intrinsically bad, is an overrated cinematic venture. For a disaster movie it was too foppish and the treatment of a potentially rich subject matter, not exemplary . There was a visible disconnect between the storyline and the intended tone of the movie. Mr. Cameron, the director of the movie, is known for his sci-fi ventures, while the present movie required a far more realistic and even subdued treatment. Strangely, the movie devoted more screen time to the on screen romance of the two lead characters than it actually did to the eponymous vessel, which diverted attention from the focal event- the shipwreck. The director could have downplayed the romantic angle and instead given the audience a few moments of pensive repose to digest the enormity of the tragedy being depicted. Cinematizing real life tragedy is never easy, and requires a careful treatment of subject matter. Though undoubtedly a visual stunner, replete with amazing special effects, something the director excels in, the movie somehow could not achieve the same penetration when it came to dramatization. Titanic suffered from sufficient thematic and directorial inadequacies to warrant only moderate adulation and not the inordinate ovation it surprisingly received."
10,"It's bitterly ironic that the biggest blockbuster of all time is not on the IMDb's Top 250. Even stranger still, many who loved it at the time of its release have now turned on it (just ask anyone under the age of 25). This is not due to its quality, but to its hype. It goes without saying that a film this big had immense publicity at the time of its release, but what no one learned until too late is that there is too much of a good thing. People began to tire of hearing about what the stars (especially the new heartthrob Leonardo DiCaprio) were doing, and they were sick of hearing gossip magazines never shutting up about ""Titanic."" The film had the odds against it: it's a romance, and that is one of the most volatile genres in terms of popularity. By the time the spoofs of the film's most famous scenes came along, ""Titanic's"" reputation was already in danger. After that, people began only to see the spoofs, and now the film's popularity has sunk to where the real ship is."
8,"You can watch this movie in 1997, you can watch it again in 2004 or 2009 or you can watch it in 2015 or 2020, and this movie will get you EVERY TIME. Titanic has made itself FOREVER a timeless classic! I just saw it today (2015) and I was crying my eyeballs out JUST like the first time I saw it back in 1998. This is a movie that is SO touching, SO precise in the making of the boat, the acting and the storyline is BRILLIANT! And the preciseness of the ship makes it even more outstanding!"
10,"One of the monuments of the cinema which won 11 Oscars in Hollywood in 1998, a huge success (well deserved) all over the world. The revelation of two actors until then virtually unknown. This is James Cameron' masterpiece. He chose to relate the tragedy of the Titanic that took place on the 12th of April 1912, through the intermediary of a love story lived between a wealthy and pretty young woman (Kate Winslet) and a modest painter (Léonardo Dicaprio). Cameron succeeds in making it fascinating in the first part of the movie. The love between ""Jack"" and ""Rose"" is so strong that can hardly believe the Titanic will bump into an iceberg and will sink. It's also together with a model bravery that the two lovers will try to escape the ship's sinking (although historically accurate)."
,"I am not as much offended by this movie because of its historical inaccuracy. It is true that for all the hype about how the china, carpeting and furniture reproduced exactly those of the Titanic, and how the ship sunk exactly in the way described by the movie, and so on, the plot is entirely fictitious and proud of it. In itself that is not bad, what's bad is how cheesy and cliché this plot is, and that this cheesy, cliché and invented story occupies 90% of the movie's attention, with the sinking of the ship treated as something on the side. The only important people are the main couple, Jack and Rose, her fiancé and her mother. The remaining characters are treated with a disinterest that borders on disrespect. We only get to know that the third-class passengers are fun-loving and warm, and those in first-class are stuffy, snobbish and exceedingly preoccupied with dinner cutlery. Wow, isn't that new! The whole thing is so fake, it was really difficult to get minimally interested."
10,"Titanic is a film I wish I had seen in a theater because of its epic scope. Unfortunately, I was a young, dumb teenage boy in 1997, and the movie was premised to me by all the other young, dumb teenage boys as a chick flick. Worse, everyone knows the ending! Ah, to be young, stupid, and crass."
10,"James Cameron does not do small films, even his breakout film The Terminator was hitting way above its budget. This is down to Cameron himself and his extreme work ethic to get the money right up there on the screen. This film often gets poor reviews from people, mainly due to its immense commercial success. However this success is truly deserving. There is no other film maker out there who can produce a film on this kind of scale and still pull it off. I was lucky enough to see it at the cinema in 1997. Straight off to even consider diving to the Titanic wreck itself to film it for the movie would be considered insane, Cameron did it 12 times. The film was pitched as Romeo and Juliet on Titanic and Cameron immediately got funded. The film ran massively over budget and there was huge concern at the time that the whole project would implode. However Cameron knew he was onto something special, creating a stunning replica of the Titanic itself, along with exact decor and furniture, props, clothing, even tableware. Cameron cast Romeo himself from the 1996 film Romeo and Juliet, Leonardo Di Caprio. This was a masterstroke as Di Caprio was gaining unrivalled stardom after the 1996 film. Kate Winslet is fantastic as Rose, as a young actress to have that level of scale all resting on your performance to make it all come to life, she pulled it off amazingly and often does not get the credit she deserves. The real star of the show though is the ship itself and its master film director James Cameron. When the ship starts sinking and Cameron moves into his action mode, there is no-one better in the world at pacing action them Cameron, he is a master of suspense at the exact right moments. He is an exceptional story teller and fully deserved all the accolades he has acquired. "
10,This film is the best motion picture in my opinion.
5,"Well, it's not ""Avatar"" levels of disappointment, but ""Titanic"" is far from Cameron's best work. Don't get me wrong, there's a great disaster epic here, but you've gotta work for it. The actual iceberg doesn't appear until 100 minutes in. A hundred. That's a lot of forced love story to slog through before real dread starts to build. And the less said about that song, the better."
10,"Every single scene in this movie is perfect. The characters are so heartfelt, and seeing their reactions as most of them face certain death is heartbreaking. The sets are so, so beautiful. Rose and Jack are a heart throbbing couple, making the ending even more heartbreaking. The soundtrack may very well be the best score for a movie I've ever seen. The world feels so alive, so breathtaking, and to see it all slowly crumble and disappear is beautiful. This film is breathtaking, with the entire last half constantly leaving you on the edge of your seat. The ending is heartbreaking, and for many will leave you crying."
10,"In honor of the 100 year anniversary of the sinking of the Titanic, the movie Titanic was re-released in theaters, digitally remastered and in 3-D. Having seen the movie in theaters in 1998 when it came out, and loving it ever since, I was happy to go see it again in 2012. We owned the VHS when I was growing up so I've probably seen Titanic at least a dozen times. There's nothing quite like seeing it in theaters though. It's a film of epic proportions in both budget and content, and I think seeing it on the big screen does it incredible justice. I thoroughly enjoyed seeing it there for the second time."
